,Unnamed: 0,created_at,text,sentiment,positive_sentiment_score,negative_sentiment_score
1042,1042,2022-12-04 15:51:19+00:00,"@BNB_Tracker JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/f7uOGtsxLO",NEUTRAL,0.30108076333999634,0.0002793438616208732
1043,1043,2022-12-04 15:51:18+00:00,"@Crypto_Sike69 @jhjcripto JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/GNVWwITZMQ",NEUTRAL,0.29470211267471313,0.00029894302133470774
1044,1044,2022-12-04 15:51:16+00:00,Wonder if #Tesla = #MAGA red hat in people's perceptions now that #ElonMusk has revealed his inner #Fascist.,NEUTRAL,0.06537288427352905,0.1736372858285904
1045,1045,2022-12-04 15:51:16+00:00,"@Pi_NetworkIndia JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/5e6vJoCPez",NEUTRAL,0.3189448416233063,0.0002867027360480279
1046,1046,2022-12-04 15:51:16+00:00,"@alizwanderland @100xAltcoinGems @rabbit2023_ Next 1000x

https://t.co/rqouOo3aWB

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币",NEUTRAL,0.00023463692923542112,0.0002420539385639131
1047,1047,2022-12-04 15:51:15+00:00,"@VirtualHardy @BW JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/GDbjmgRRu6",NEUTRAL,0.3648998439311981,0.00023913085169624537
1048,1048,2022-12-04 15:51:14+00:00,"@cryptoexelance @BTCB_ERC JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/DilVlGjsuX",NEUTRAL,0.29161685705184937,0.00029816897585988045
1049,1049,2022-12-04 15:51:13+00:00,"@BetterLunc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/dc46rAHAGb",NEUTRAL,0.35472461581230164,0.00024158554151654243
1050,1050,2022-12-04 15:51:12+00:00,"@Ayeshasyed44 @Shehzad89 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/VS5vyukqc8",NEUTRAL,0.2556714117527008,0.00037469304515980184
1051,1051,2022-12-04 15:51:12+00:00,"@NASDAC_Coin JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/CCpS20qw9G",NEUTRAL,0.3418854773044586,0.000257085426710546
1052,1052,2022-12-04 15:51:11+00:00,"@teslaownersSV @ElonGoatToken is the best community. They have an amazing ideas for long lasting token .
#egt #egtarmy #ElonGOAT $EGT  #Elongoattoken #ElonistheGoat #claimyourgoat #elonmusk https://t.co/As60vpcPXe",POSITIVE,0.9334087371826172,0.00020762461645063013
1053,1053,2022-12-04 15:51:10+00:00,"@ChayaWin123 @Crypto_Ynah JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/atvsxz4MMa",NEUTRAL,0.23717103898525238,0.0004084011015947908
1054,1054,2022-12-04 15:51:10+00:00,"@NobleCoins @Noblecoinsacad1 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/oCMakCiQUc",NEUTRAL,0.3598267436027527,0.0003397197579033673
1055,1055,2022-12-04 15:51:10+00:00,"@teslaownersSV 🔥$EGT🔥
Loading up my bag with $EGT is the best financial decision I have made this year. 

The chart is orgasmic💯.  
Community is strong and supportive ✅

@ElonGoatToken @elonmusk 

#elongoat #elongoattoken #ElonMusk $EGT #egt #egtarmy #memecoin #ElonistheGoat  #ERC20 https://t.co/5jOImIOASm",POSITIVE,0.7097664475440979,0.00027145727653987706
1056,1056,2022-12-04 15:51:09+00:00,"@CryptoNCoinNews JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/VSd2cVdPth",NEUTRAL,0.3057146966457367,0.0002725682861637324
1057,1057,2022-12-04 15:51:08+00:00,"@Pi_NetworkIndia JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/jqNgICkkt4",NEUTRAL,0.31556668877601624,0.00028479425236582756
1058,1058,2022-12-04 15:51:08+00:00,"@cobaintrade JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/fCecOBUJ2f",NEUTRAL,0.25937721133232117,0.000307760521536693
1059,1059,2022-12-04 15:51:07+00:00,"@_kenzhill_ @zachlanebryan JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/C0LRQzodAG",NEUTRAL,0.24951967597007751,0.0004373314150143415
1060,1060,2022-12-04 15:51:07+00:00,"@Lessismore1907 @mahmut_erdl JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/HwZwL87nIf",NEUTRAL,0.3786967992782593,0.00042223333730362356
1061,1061,2022-12-04 15:51:06+00:00,"@bobtovs JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/LXmF2YxcP0",NEUTRAL,0.35386377573013306,0.0003049886436201632
1062,1062,2022-12-04 15:51:05+00:00,"@btc_halving JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/yE8sm4VJ5R",NEUTRAL,0.34159234166145325,0.0003052514512091875
1063,1063,2022-12-04 15:51:04+00:00,"@c0bra_crypt0 @Blazons_phoenix JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/z37CT0taRv",NEUTRAL,0.31427034735679626,0.00038886736729182303
1064,1064,2022-12-04 15:51:01+00:00,"@sweateco JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/OYvMh0W6hw",NEUTRAL,0.353117436170578,0.00029378943145275116
1065,1065,2022-12-04 15:50:58+00:00,"@voidcasherc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/icYoNmqDN4",NEUTRAL,0.33706730604171753,0.0003442364395596087
1066,1066,2022-12-04 15:50:56+00:00,"@castrumistanbul @web3instituteio JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/wku1VIKWQB",NEUTRAL,0.31993746757507324,0.0003852116351481527
1067,1067,2022-12-04 15:50:54+00:00,"@NeoResearch0 @Stocktwits @PyroTokenErc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/zMskaMrZeJ",NEUTRAL,0.2565607726573944,0.0003199419879820198
1068,1068,2022-12-04 15:50:52+00:00,"@daaaacg @BoneFnatics JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/O5ZIGwW3Vk",NEUTRAL,0.35206571221351624,0.00032722626929171383
1069,1069,2022-12-04 15:50:51+00:00,"@Xtchit JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/eitrO6Cn1P",NEUTRAL,0.34037962555885315,0.0002688000095076859
1070,1070,2022-12-04 15:50:50+00:00,"@0xDinoEggs @mryalamanchi JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/z8t5N3wlWZ",NEUTRAL,0.2825797498226166,0.000431118969572708
1071,1071,2022-12-04 15:50:50+00:00,"@AbhayCeeonline JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/WwKar0cgWj",NEUTRAL,0.31015530228614807,0.0002367989218328148
1072,1072,2022-12-04 15:50:48+00:00,"@CGS1858 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/ZwGDjfqIgd",NEUTRAL,0.3177275061607361,0.00026816490571945906
1073,1073,2022-12-04 15:50:47+00:00,"@Cryptoprognost JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/AxjdJl66dN",NEUTRAL,0.325374573469162,0.00028035894501954317
1074,1074,2022-12-04 15:50:47+00:00,"@El_Protta @binance JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/eMOnnI94mT",NEUTRAL,0.32121410965919495,0.00029287399956956506
1075,1075,2022-12-04 15:50:45+00:00,"@cehlos @RichQuack JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/rbZrbrwHmJ",NEUTRAL,0.3452261984348297,0.0003672062302939594
1076,1076,2022-12-04 15:50:43+00:00,"@biswap_coin @TheKingKongApe JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/5h39ReuJzl",NEUTRAL,0.3194551467895508,0.000407363404519856
1077,1077,2022-12-04 15:50:41+00:00,"@Mark_Crypto_off JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/f88rAWZUDX",NEUTRAL,0.278656929731369,0.0002517646353226155
1078,1078,2022-12-04 15:50:39+00:00,"@ganner99 @nanogamesio @Ganesh_vnkt @EFF_Ester @PradeepTuli4 @mpradeepkumar6 @Thatcha95846174 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/qxxzJoYFCx",NEUTRAL,0.17640435695648193,0.00040299241663888097
1079,1079,2022-12-04 15:50:38+00:00,"@CurrencyNews JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/LLuym0qc6B",NEUTRAL,0.3191598355770111,0.00031530720298178494
1080,1080,2022-12-04 15:50:37+00:00,"@yurosako @cryptocomnft @DamianSpriggs JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/RiH4DiEtgF",NEUTRAL,0.2634434103965759,0.0004318291903473437
1081,1081,2022-12-04 15:50:34+00:00,"@esatoshiclub I love the freedom of speech on Twitter 
Nice one #ElonMusk",POSITIVE,0.9795321822166443,0.0002363151143072173
1082,1082,2022-12-04 15:50:33+00:00,"@Jimakos13 @Theta_Network @capitalcom @ThetaCon22 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/qOjt2TM8nH",NEUTRAL,0.2807440757751465,0.00038411770947277546
1083,1083,2022-12-04 15:50:32+00:00,"@harvwex @BillAckman JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/F3hm9Ij9Xp",NEUTRAL,0.24490053951740265,0.0003723081317730248
1084,1084,2022-12-04 15:50:31+00:00,"@Coinzonestats @amazon @Twitter @TechInsider JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/SNubWxise7",NEUTRAL,0.3381008803844452,0.00041395609150640666
1085,1085,2022-12-04 15:50:30+00:00,"@Crypto_sarah11 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/mZfT2WOn0m",NEUTRAL,0.32262498140335083,0.0003321659751236439
1086,1086,2022-12-04 15:50:30+00:00,"Week stats  🟩🟩🟩🟩🟩🟩🟩
https://t.co/3RW1Yvkiis 

#nft #nfts #NFTCommunity #NFTCollection #NFTGiveaways #CryptoNews #Cryptocurrecy #bitcoin #биткоин #дефи #нфт #крипта #листинг #elonmusktwitter #elonmusk https://t.co/mVyRLxfHZb",NEUTRAL,0.0003330800391267985,0.00024013333313632756
1087,1087,2022-12-04 15:50:29+00:00,"@prudensfx JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/JIeA82q2g9",NEUTRAL,0.3465002179145813,0.00029818766051903367
1088,1088,2022-12-04 15:50:28+00:00,"@Akira_OX004 @meadowlaunch JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/BaLmJxVEJ9",NEUTRAL,0.31645840406417847,0.0002593408862594515
1089,1089,2022-12-04 15:50:28+00:00,"@AsiaAdept JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/EyW08dBXzW",NEUTRAL,0.34718799591064453,0.0002578739367891103
1090,1090,2022-12-04 15:50:26+00:00,"@Crypto__emily JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/MULuBsiU60",NEUTRAL,0.3317438066005707,0.0002884337736759335
1091,1091,2022-12-04 15:50:26+00:00,"#Elonmusk  #BretWeinstein  #Global #ComeTogether 

Was the internet a test?

I think we may have failed!

What do you think? https://t.co/jzycLrkJdb",NEUTRAL,0.01421623770147562,0.3955215811729431
1092,1092,2022-12-04 15:50:25+00:00,"@ourcryptotalk JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/VeHQviOwE4",NEUTRAL,0.3188839256763458,0.0002711296547204256
1093,1093,2022-12-04 15:50:23+00:00,"@Crypto__emily JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/cPOtvtXDSw",NEUTRAL,0.3173866271972656,0.00030127953505143523
1094,1094,2022-12-04 15:50:22+00:00,"@cryptobaddie1 JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/PC5EX6A0gk",NEUTRAL,0.378173828125,0.0003047192294616252
1095,1095,2022-12-04 15:50:17+00:00,"@MartiniGuyYT JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/Dja4JHadTX",NEUTRAL,0.352000892162323,0.00025315285893157125
1096,1096,2022-12-04 15:50:17+00:00,"@TrueGemHunter JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/fOXivvBglh",NEUTRAL,0.3338472545146942,0.0002566359762568027
1097,1097,2022-12-04 15:50:16+00:00,"@TrueGemHunter JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/jpsq0uiwQx",NEUTRAL,0.35963621735572815,0.00029426327091641724
1098,1098,2022-12-04 15:50:14+00:00,"@RareLazyApepes JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/inRlxmp168",NEUTRAL,0.340131551027298,0.0002843179681804031
1099,1099,2022-12-04 15:50:11+00:00,"@Cryptoking JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/hDs9EJ8U9k",NEUTRAL,0.31093060970306396,0.0002653618576005101
1100,1100,2022-12-04 15:50:11+00:00,"@Crypto_Ramos_86 @Crypto__Diva @KMbappe JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/O1Xcoluwu7",NEUTRAL,0.19994233548641205,0.00032002816442400217
1101,1101,2022-12-04 15:50:10+00:00,"@bitindichain JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/wEVxZI653w",NEUTRAL,0.3105992078781128,0.00030249840347096324
1102,1102,2022-12-04 15:50:08+00:00,"@markwild_369 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/Goat05g8nI",NEUTRAL,0.3231238126754761,0.0002658951561897993
1103,1103,2022-12-04 15:50:08+00:00,"@ourcryptotalk JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/BpMDrFtjMC",NEUTRAL,0.33366504311561584,0.0002779567730613053
1104,1104,2022-12-04 15:50:07+00:00,"@BNBSwap JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/04ORHkUBAM",NEUTRAL,0.3096901476383209,0.0002614127879496664
1105,1105,2022-12-04 15:50:05+00:00,"@MasterKey_Fin @OfficialTravlad @TheVaultFinance @VaultNovation @SnoopDogg JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/yTBtDLyh9L",NEUTRAL,0.3095351457595825,0.0002669646928552538
1106,1106,2022-12-04 15:50:03+00:00,"@SHIBSTEVE JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk",NEUTRAL,0.34913817048072815,0.00022175080084707588
1107,1107,2022-12-04 15:50:01+00:00,"@TKralow JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/Qdy7WOzqEa",NEUTRAL,0.3481415808200836,0.00031124119414016604
1108,1108,2022-12-04 15:49:58+00:00,"@bscwhalegems JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/Afxp50nLJQ",NEUTRAL,0.2989974021911621,0.000316333636874333
1109,1109,2022-12-04 15:49:57+00:00,"@Sir_unemployed JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/636Gw1rjJs",NEUTRAL,0.30862462520599365,0.0003188046393916011
1110,1110,2022-12-04 15:49:57+00:00,"@0xEthereumYoda JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/pRWW6x8R4I",NEUTRAL,0.37069547176361084,0.00030488931224681437
1111,1111,2022-12-04 15:49:55+00:00,"@the_eagleNFT JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/PAw7AeC5HY",NEUTRAL,0.3897612690925598,0.00036218090099282563
1112,1112,2022-12-04 15:49:54+00:00,"@Tanha40767527 @digicomfinance JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/vNn1iLhiya",NEUTRAL,0.32140135765075684,0.00035159752587787807
1113,1113,2022-12-04 15:49:53+00:00,"@SmartCryptoNew1 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/1TnC3SyWLI",NEUTRAL,0.2909836769104004,0.00023651475203223526
1114,1114,2022-12-04 15:49:53+00:00,"#ElonMusk  #ElonGOAT #elon_musk 

Wouldn't Elon make a great #POTUS ?

This is the guy you not only want running Twitter this the guy you want running the country instead of THE bumbling idiots the establishment and the MSM wants you to choose.",NEGATIVE,0.0009453819366171956,0.9539505243301392
